Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
345,First Class,Consumer,Furniture,9.82,2,0.0,3.2406,1.27,High
346,Standard Class,Consumer,Office Supplies,11.67,1,0.0,3.6,0.99,Medium
347,Second Class,Consumer,Furniture,8.128,2,0.2,1.4224,0.94,Medium
348,Second Class,Home Office,Office Supplies,3.933,1,0.7,-8.277,0.5,High
349,Standard Class,Consumer,Office Supplies,6.34,1,0.0,2.2,0.47,Medium
350,Standard Class,Consumer,Technology,314.22,1,0.0,3.12,24.1,Medium
351,First Class,Corporate,Furniture,1052.31,7,0.0,105.21,154.4,Medium
352,First Class,Corporate,Technology,583.92,8,0.5,-58.56,109.14,High
353,Standard Class,Consumer,Technology,549.927,6,0.65,-235.773,96.84,High
354,First Class,Corporate,Office Supplies,380.88,3,0.0,102.78,88.42,Medium
355,Second Class,Corporate,Technology,587.412,1,0.1,104.412,78.0,High
356,Same Day,Corporate,Technology,378.81,1,0.0,140.13,71.57,High
357,First Class,Corporate,Furniture,692.328,2,0.3,-207.732,70.94,Medium
358,First Class,Consumer,Technology,468.9,6,0.0,206.316,66.88,High
359,Second Class,Consumer,Furniture,729.48,2,0.0,240.72,56.01,Medium
360,First Class,Consumer,Technology,161.514,2,0.1,43.014,49.6,High
361,Second Class,Corporate,Furniture,334.3035,1,0.27,-109.9365,46.3,Medium
362,Same Day,Corporate,Office Supplies,248.022,2,0.1,8.262,35.68,High
363,First Class,Corporate,Technology,468.12,4,0.0,112.32,26.59,Medium
364,Second Class,Consumer,Furniture,266.496,4,0.2,23.256,23.69,Medium
365,First Class,Corporate,Technology,86.265,1,0.5,-0.015,16.56,High
366,Second Class,Corporate,Office Supplies,104.8764,4,0.47,-47.5236,13.49,Medium
367,Standard Class,Consumer,Technology,88.83,3,0.65,-76.14,12.91,High
368,Standard Class,Consumer,Office Supplies,45.975,5,0.5,-41.475,6.72,High
369,Standard Class,Consumer,Technology,44.13,2,0.5,-7.95,6.24,High
370,First Class,Corporate,Office Supplies,44.1,2,0.0,7.92,6.18,High
371,Second Class,Consumer,Office Supplies,56.88,1,0.0,0.54,5.96,Medium
372,Second Class,Consumer,Office Supplies,116.04,4,0.0,12.72,4.7,Medium
373,Second Class,Corporate,Office Supplies,37.8,1,0.0,18.12,4.16,High
374,First Class,Corporate,Office Supplies,94.65,5,0.0,42.45,4.14,Medium
375,First Class,Corporate,Office Supplies,13.185,1,0.5,-7.935,1.83,High
376,Second Class,Corporate,Office Supplies,43.5024,6,0.47,-26.3376,1.78,Medium
377,Standard Class,Consumer,Furniture,34.02,2,0.1,7.92,1.77,Medium
378,Standard Class,Home Office,Furniture,775.278,7,0.1,146.328,52.13,Medium
379,Standard Class,Home Office,Furniture,776.466,6,0.1,94.806,51.08,Medium
380,Same Day,Corporate,Furniture,682.4478,2,0.27,186.9678,48.69,Medium
381,Standard Class,Corporate,Furniture,257.742,3,0.1,31.482,28.53,Medium
382,Same Day,Corporate,Technology,1055.457,3,0.07,-34.083,27.16,Medium
383,Standard Class,Consumer,Office Supplies,210.69,1,0.0,52.65,21.46,Medium
384,Standard Class,Corporate,Technology,151.2,3,0.2,32.13,9.21,High
385,Standard Class,Home Office,Office Supplies,106.704,8,0.1,16.464,7.66,Medium
386,Standard Class,Corporate,Office Supplies,35.52,2,0.0,14.2,2.25,Medium
387,Standard Class,Home Office,Office Supplies,36.4,5,0.0,17.472,2.18,Medium
388,Standard Class,Home Office,Office Supplies,45.684,2,0.1,4.524,1.46,Medium
389,Standard Class,Home Office,Office Supplies,11.36,2,0.0,5.3392,0.94,Medium
390,Standard Class,Corporate,Office Supplies,3.424,1,0.2,1.07,0.41,High
391,Second Class,Home Office,Office Supplies,683.496,3,0.4,-79.764,50.13,Medium
392,Standard Class,Consumer,Technology,1049.93,7,0.0,293.9804,37.67,Medium
393,Standard Class,Consumer,Technology,1278.0,2,0.0,460.08,34.0,Medium
394,Second Class,Consumer,Technology,228.42,2,0.1,83.7,31.09,High
395,Second Class,Home Office,Office Supplies,455.664,3,0.6,-307.596,27.38,High
396,Standard Class,Consumer,Technology,522.72,3,0.0,214.29,25.19,Medium
397,Standard Class,Consumer,Technology,3195.0,5,0.0,1150.2,23.95,Medium
398,Second Class,Home Office,Technology,153.52452,3,0.602,-162.79548,18.5,High
399,Standard Class,Consumer,Office Supplies,154.9,5,0.0,40.274,12.99,Medium
400,Standard Class,Corporate,Furniture,177.68,2,0.0,46.1968,10.84,Medium
401,Second Class,Home Office,Technology,230.67252,3,0.402,-85.64748,9.81,Medium
402,Second Class,Home Office,Technology,114.76728,3,0.602,-61.15272,9.8,High
403,Standard Class,Consumer,Technology,81.03,1,0.0,17.82,9.31,High
404,Standard Class,Consumer,Office Supplies,149.58,9,0.0,55.08,9.28,Medium
405,Standard Class,Consumer,Office Supplies,111.84,4,0.0,23.4,7.97,Medium
406,Second Class,Home Office,Technology,172.43928,3,0.402,-3.48072,5.57,Medium
407,Second Class,Home Office,Office Supplies,18.48,2,0.6,-5.12,3.91,High
408,Standard Class,Consumer,Office Supplies,18.93,1,0.0,7.56,2.96,High
409,First Class,Corporate,Office Supplies,11.8524,2,0.17,3.3924,1.62,Medium
410,Second Class,Home Office,Office Supplies,27.72,2,0.4,4.12,1.6,Medium
411,Second Class,Consumer,Office Supplies,33.488,7,0.2,10.465,1.58,Medium
412,Standard Class,Consumer,Office Supplies,15.84,3,0.0,7.128,1.19,Medium
413,Standard Class,Consumer,Office Supplies,9.36,1,0.0,0.0,0.85,High
414,Second Class,Consumer,Office Supplies,26.72,5,0.2,9.352,0.74,Medium
415,First Class,Corporate,Furniture,2754.0,6,0.0,358.02,752.47,Critical
416,First Class,Corporate,Office Supplies,1057.38,2,0.0,454.62,162.08,Critical
417,Second Class,Consumer,Technology,479.984,2,0.2,89.997,122.9,Critical
418,Standard Class,Consumer,Office Supplies,1388.88,5,0.1,154.23,102.56,Medium
419,First Class,Corporate,Furniture,246.48,4,0.0,93.6,80.66,Critical
420,First Class,Consumer,Technology,309.36,2,0.0,18.54,75.59,Critical
421,First Class,Consumer,Technology,520.56,4,0.0,36.36,75.19,Critical
422,First Class,Corporate,Technology,337.23,3,0.0,10.08,72.64,Critical
423,First Class,Consumer,Technology,266.28,4,0.0,117.12,60.9,Critical
424,First Class,Corporate,Furniture,155.7,3,0.0,55.98,52.26,Critical
425,Second Class,Consumer,Office Supplies,236.1765,5,0.17,85.2765,47.87,High
426,First Class,Consumer,Furniture,287.58,2,0.0,8.58,28.14,Critical
427,First Class,Corporate,Office Supplies,80.73,3,0.0,30.6,25.85,Critical
428,Standard Class,Consumer,Furniture,476.763,5,0.27,78.363,24.43,Medium
429,First Class,Corporate,Office Supplies,115.05,5,0.0,2.25,21.48,Critical
430,First Class,Home Office,Technology,73.206,1,0.7,-97.614,20.54,Critical
431,Standard Class,Consumer,Technology,161.94,2,0.0,72.84,19.04,Low
432,Standard Class,Consumer,Office Supplies,97.74,2,0.0,28.32,9.89,High
433,Same Day,Consumer,Office Supplies,26.136,3,0.2,1.9602,6.94,High
434,First Class,Consumer,Office Supplies,58.56,2,0.0,2.88,6.42,Critical
435,Standard Class,Consumer,Office Supplies,49.23,1,0.0,19.68,3.67,High
436,Standard Class,Consumer,Office Supplies,49.1775,5,0.17,13.6275,3.11,Medium
437,Standard Class,Home Office,Office Supplies,24.156,4,0.45,-11.484,2.83,High
438,Standard Class,Consumer,Office Supplies,22.908,2,0.17,-1.152,1.44,Medium
439,Second Class,Corporate,Furniture,1252.584,3,0.1,-41.796,176.06,High
440,Standard Class,Corporate,Office Supplies,2052.54,4,0.1,410.46,149.09,High
441,Standard Class,Consumer,Furniture,413.3943,3,0.07,182.1843,62.43,High
442,Standard Class,Consumer,Furniture,1502.784,6,0.2,413.184,61.09,Medium
443,Standard Class,Corporate,Technology,976.08,4,0.0,361.08,51.72,Medium
444,Standard Class,Consumer,Office Supplies,356.94,2,0.0,107.082,49.06,High
445,Standard Class,Consumer,Technology,441.9,3,0.0,0.0,48.2,High
446,Standard Class,Consumer,Technology,449.64,6,0.0,184.32,42.57,Medium
447,Standard Class,Home Office,Furniture,1160.784,8,0.1,489.984,39.54,Medium
448,Second Class,Consumer,Office Supplies,266.4,2,0.0,122.52,30.3,High
449,Second Class,Consumer,Office Supplies,219.6,5,0.0,50.4,29.96,High
450,Standard Class,Consumer,Furniture,286.32,3,0.0,65.82,29.66,Medium
451,Standard Class,Consumer,Technology,239.97,3,0.0,67.1916,27.96,High
452,Second Class,Corporate,Technology,388.125,3,0.5,-357.075,23.99,Medium
453,Second Class,Corporate,Technology,243.27,6,0.5,-175.23,21.48,Medium
454,First Class,Corporate,Technology,138.672,4,0.1,18.432,17.64,High
455,Standard Class,Consumer,Technology,345.24,9,0.0,72.36,15.07,Medium
456,Standard Class,Consumer,Technology,275.502,4,0.15,22.662,14.64,Medium
457,Second Class,Consumer,Furniture,126.348,1,0.6,-161.112,11.34,Medium
458,Standard Class,Home Office,Office Supplies,182.7546,7,0.47,-89.8254,8.08,Medium
459,Second Class,Corporate,Office Supplies,125.46,3,0.5,-105.39,7.11,Medium
460,Second Class,Corporate,Office Supplies,90.18,4,0.5,-0.06,7.08,Medium
461,Standard Class,Consumer,Office Supplies,56.448,2,0.4,-0.972,7.05,High
462,Standard Class,Corporate,Office Supplies,112.08,8,0.0,4.32,7.02,Medium
463,Second Class,Corporate,Furniture,100.92,5,0.2,4.92,6.3,Medium
464,Second Class,Corporate,Office Supplies,49.77,2,0.5,-21.93,6.03,Medium
465,Standard Class,Consumer,Office Supplies,72.88,4,0.0,26.96,5.39,Medium
466,Standard Class,Corporate,Technology,81.42,2,0.0,11.34,4.78,Medium
467,Standard Class,Home Office,Office Supplies,59.808,3,0.2,19.4376,4.76,Medium
468,Standard Class,Corporate,Office Supplies,57.024,3,0.1,3.744,4.49,High
469,Standard Class,Home Office,Furniture,73.32,6,0.0,21.996,4.38,Medium
470,Standard Class,Corporate,Office Supplies,50.94,3,0.0,7.56,3.21,Medium
471,Standard Class,Consumer,Furniture,48.366,1,0.7,-67.734,2.47,Medium
472,Second Class,Consumer,Furniture,22.632,1,0.6,-9.078,2.12,Medium
473,Standard Class,Home Office,Office Supplies,26.5848,2,0.47,-7.0752,2.1,Medium
474,Second Class,Consumer,Office Supplies,21.864,1,0.6,-30.066,1.88,Medium
475,Standard Class,Home Office,Office Supplies,28.1868,2,0.17,4.7268,1.87,Medium
476,Standard Class,Corporate,Office Supplies,30.51,3,0.0,9.72,1.79,Medium
477,Standard Class,Consumer,Furniture,29.1,1,0.0,4.36,1.6,Medium
478,Standard Class,Consumer,Office Supplies,21.9,5,0.0,7.8,1.51,Medium
479,Standard Class,Consumer,Office Supplies,8.56,2,0.0,2.6536,1.42,High
480,Second Class,Consumer,Office Supplies,12.384,2,0.6,-9.936,1.26,Medium
481,Standard Class,Home Office,Office Supplies,7.5198,2,0.17,2.2998,0.8,Medium
482,Second Class,Consumer,Office Supplies,9.888,2,0.6,-7.932,0.76,Medium
483,Standard Class,Consumer,Technology,171.288,2,0.4,-39.972,14.26,Medium
484,Standard Class,Consumer,Technology,73.98,2,0.0,19.9746,6.15,Medium
485,First Class,Consumer,Office Supplies,34.875,3,0.5,-21.645,4.7,High
486,Second Class,Home Office,Office Supplies,46.08,3,0.2,5.76,3.07,Medium
487,Second Class,Home Office,Office Supplies,25.184,2,0.2,8.784,3.02,Medium
488,Standard Class,Consumer,Office Supplies,31.968,8,0.4,-1.632,2.62,Medium
489,Standard Class,Consumer,Office Supplies,5.58,1,0.0,2.1762,0.57,Medium
490,Standard Class,Home Office,Office Supplies,838.38,2,0.0,226.3626,103.4,Medium
491,First Class,Consumer,Furniture,275.4,2,0.7,-211.14,84.61,High
492,Standard Class,Corporate,Furniture,911.04,2,0.0,282.42,83.97,Medium
493,First Class,Consumer,Technology,178.254,2,0.7,-368.406,62.43,High
494,Standard Class,Consumer,Furniture,847.872,12,0.2,222.432,45.1,Medium
495,First Class,Consumer,Furniture,142.623,1,0.7,-275.757,39.49,High
496,Standard Class,Consumer,Office Supplies,280.44,6,0.0,131.76,25.97,High
497,First Class,Consumer,Furniture,90.3,2,0.0,38.82,22.38,High
498,Standard Class,Consumer,Office Supplies,157.68,6,0.0,31.5,19.67,High
499,First Class,Consumer,Office Supplies,87.156,6,0.7,-125.064,17.98,High
500,Standard Class,Consumer,Office Supplies,101.52,4,0.0,33.48,15.19,High
501,Standard Class,Home Office,Office Supplies,179.88,6,0.0,61.08,12.6,Medium
502,Standard Class,Consumer,Office Supplies,101.1,2,0.0,11.1,12.06,High
503,Standard Class,Home Office,Technology,262.935,2,0.25,-66.645,9.66,Medium
504,Standard Class,Corporate,Office Supplies,115.11,3,0.0,13.77,7.61,Medium
505,Standard Class,Consumer,Office Supplies,87.96,3,0.0,35.16,7.47,Medium
506,Standard Class,Consumer,Technology,143.1,2,0.0,9.96,7.29,Medium
507,First Class,Consumer,Furniture,43.767,1,0.7,-80.253,6.29,High
508,Standard Class,Consumer,Office Supplies,96.8,10,0.0,23.2,4.79,Medium
509,First Class,Consumer,Office Supplies,18.9,6,0.7,-32.76,4.56,High
510,First Class,Home Office,Office Supplies,13.296,4,0.4,0.416,4.3,Critical
511,Standard Class,Home Office,Technology,116.0775,5,0.45,-65.5725,4.19,Medium
512,First Class,Consumer,Office Supplies,29.232,4,0.7,-29.328,3.09,High
513,Standard Class,Consumer,Office Supplies,62.16,2,0.0,29.8,2.88,Medium
514,Second Class,Corporate,Office Supplies,34.02,2,0.0,11.22,2.5,Medium
515,Standard Class,Home Office,Office Supplies,26.7,5,0.0,12.549,1.96,Medium
516,Standard Class,Home Office,Office Supplies,22.74,2,0.0,6.36,1.6,Medium
517,Standard Class,Consumer,Office Supplies,28.96,4,0.0,6.32,1.56,Medium
518,First Class,Consumer,Office Supplies,10.566,2,0.7,-17.634,1.18,High
519,Standard Class,Home Office,Technology,21.2,2,0.0,9.116,0.94,Medium
520,First Class,Consumer,Office Supplies,4.14,1,0.7,-7.05,0.83,High
521,Standard Class,Home Office,Office Supplies,10.41,1,0.0,3.51,0.22,Medium
522,First Class,Consumer,Furniture,4.788,1,0.7,-9.282,0.14,High
523,Same Day,Consumer,Furniture,922.95,1,0.0,341.49,282.09,Critical
524,Standard Class,Corporate,Furniture,2076.606,6,0.3,59.166,142.46,Medium
525,Standard Class,Consumer,Office Supplies,1793.98,2,0.0,843.1706,68.65,Medium
526,Standard Class,Consumer,Furniture,1236.465,3,0.1,302.175,61.23,Medium
527,Standard Class,Consumer,Office Supplies,561.495,5,0.45,-316.605,53.37,Low
528,Standard Class,Consumer,Furniture,249.84,4,0.25,69.84,50.32,Low
529,First Class,Consumer,Office Supplies,189.96,4,0.0,0.0,50.04,Critical
530,Standard Class,Consumer,Technology,475.944,7,0.2,95.1888,46.08,Medium
531,Standard Class,Corporate,Technology,559.71,3,0.4,-121.2705,44.72,Medium
532,Standard Class,Consumer,Furniture,541.44,8,0.4,-189.6,44.3,Medium
533,Same Day,Corporate,Furniture,307.395,5,0.1,99.045,43.89,Critical
534,Standard Class,Home Office,Furniture,486.36,4,0.0,213.96,38.96,Medium
535,Standard Class,Consumer,Furniture,578.64,4,0.0,98.28,37.23,Medium
536,Standard Class,Consumer,Furniture,213.3,5,0.1,33.15,31.13,Low
537,Standard Class,Consumer,Furniture,220.968,6,0.1,4.788,28.36,Low
538,Same Day,Corporate,Office Supplies,95.64,4,0.0,21.0,27.65,Critical
539,Standard Class,Consumer,Office Supplies,158.6,5,0.0,39.6,23.6,High
540,Standard Class,Corporate,Technology,243.81,3,0.0,26.73,22.09,Medium
541,Standard Class,Consumer,Technology,405.92,8,0.0,68.96,19.68,High
542,First Class,Consumer,Office Supplies,80.1,3,0.0,39.24,19.37,Critical
543,Second Class,Consumer,Furniture,174.33,4,0.25,27.81,17.83,Medium
544,First Class,Consumer,Office Supplies,57.75,5,0.0,16.17,16.87,Critical
545,Second Class,Consumer,Technology,239.976,3,0.2,53.9946,16.63,Medium
546,First Class,Consumer,Office Supplies,86.4,3,0.0,12.96,16.46,Critical
547,Standard Class,Corporate,Furniture,352.59,7,0.0,158.55,14.2,Medium
548,First Class,Consumer,Office Supplies,147.96,3,0.0,16.2,13.96,Medium
549,First Class,Consumer,Furniture,70.71,1,0.0,4.9497,12.46,High
550,Second Class,Home Office,Technology,131.07,1,0.0,14.4,12.44,Medium
551,First Class,Consumer,Office Supplies,44.97,1,0.0,13.47,11.61,High
552,Same Day,Corporate,Office Supplies,43.83,3,0.0,14.4,10.98,Critical
553,Standard Class,Consumer,Technology,79.884,3,0.4,-47.976,10.44,Medium
554,First Class,Consumer,Office Supplies,35.04,4,0.0,5.52,10.3,High
555,First Class,Consumer,Office Supplies,52.8,2,0.0,19.5,9.27,Critical
556,Second Class,Home Office,Office Supplies,75.0,4,0.0,34.44,8.87,Medium
557,Standard Class,Consumer,Office Supplies,131.76,3,0.0,0.0,8.72,Medium
558,Standard Class,Home Office,Office Supplies,107.28,2,0.0,26.82,8.19,Medium
559,Standard Class,Consumer,Office Supplies,105.3,2,0.0,46.32,7.79,Medium
560,First Class,Consumer,Office Supplies,50.28,4,0.0,6.48,7.68,High
561,Standard Class,Consumer,Office Supplies,105.6,5,0.0,52.8,7.11,Medium
562,Standard Class,Home Office,Furniture,97.56,2,0.0,4.86,7.01,Medium
563,Standard Class,Consumer,Office Supplies,80.64,3,0.0,12.06,6.75,Medium
564,Standard Class,Corporate,Technology,221.4,4,0.0,24.24,6.28,Medium
565,Standard Class,Consumer,Technology,49.248,3,0.4,-8.232,5.43,Medium
566,Standard Class,Consumer,Office Supplies,34.3,5,0.0,7.8,4.99,High
567,First Class,Consumer,Office Supplies,14.94,3,0.0,7.0218,4.15,Critical
568,First Class,Consumer,Office Supplies,23.16,2,0.0,7.62,4.01,Medium
569,Standard Class,Consumer,Office Supplies,86.58,6,0.0,32.76,3.87,Medium
570,First Class,Consumer,Office Supplies,21.24,3,0.0,8.0712,3.6,High
571,First Class,Consumer,Office Supplies,19.9,1,0.0,8.955,3.34,High
572,First Class,Consumer,Office Supplies,68.22,6,0.0,15.66,3.28,Medium
573,Standard Class,Consumer,Furniture,18.063,1,0.1,8.013,2.83,Low
574,Standard Class,Consumer,Office Supplies,17.88,1,0.6,-18.33,2.09,High
575,Standard Class,Consumer,Office Supplies,21.924,3,0.4,-1.836,1.95,Medium
576,Standard Class,Consumer,Office Supplies,20.52,3,0.0,6.75,1.36,Medium
577,Standard Class,Consumer,Office Supplies,13.32,5,0.4,-8.48,1.28,Medium
578,Second Class,Consumer,Office Supplies,14.6916,2,0.47,0.8316,1.21,Medium
579,Standard Class,Home Office,Office Supplies,12.3,1,0.0,4.65,1.09,Medium
580,Second Class,Consumer,Office Supplies,11.1552,2,0.17,3.7152,0.76,Medium
581,Standard Class,Consumer,Office Supplies,16.152,2,0.4,1.312,0.27,Medium
582,Standard Class,Corporate,Office Supplies,9.3,2,0.0,2.46,0.23,Medium
583,First Class,Corporate,Technology,318.4,2,0.2,107.46,81.54,High
584,First Class,Corporate,Technology,230.376,3,0.2,20.1579,5.6,High
585,First Class,Corporate,Office Supplies,12.768,6,0.2,4.6284,2.88,High
586,First Class,Corporate,Office Supplies,15.36,2,0.2,-3.264,1.72,High
587,First Class,Corporate,Office Supplies,4.672,2,0.2,1.46,1.32,High
588,First Class,Corporate,Office Supplies,9.408,2,0.2,3.4104,1.06,High
589,First Class,Corporate,Technology,7.16,1,0.2,-0.0895,0.93,High
590,Second Class,Home Office,Technology,336.24,4,0.0,73.92,137.67,Critical
591,Standard Class,Home Office,Furniture,1262.061,3,0.1,-42.129,89.16,Medium
592,Standard Class,Home Office,Technology,799.92,10,0.2,239.976,67.38,Medium
593,Same Day,Consumer,Office Supplies,177.66,6,0.0,62.1,63.48,Critical
594,Standard Class,Corporate,Furniture,607.92,6,0.0,91.08,49.34,Medium
595,Standard Class,Home Office,Technology,649.35,5,0.0,25.95,46.42,Medium
596,Standard Class,Home Office,Technology,385.02,2,0.0,127.02,39.68,Medium
597,Standard Class,Consumer,Furniture,593.46,7,0.1,250.53,37.46,Medium
598,Standard Class,Consumer,Technology,539.964,6,0.4,-107.9928,35.78,High
599,Standard Class,Consumer,Office Supplies,362.92,2,0.0,105.2468,34.38,High
600,Standard Class,Consumer,Technology,504.72,3,0.0,232.11,32.89,Medium
601,Same Day,Corporate,Furniture,103.92,2,0.0,0.0,28.43,Critical
602,First Class,Consumer,Furniture,178.08,2,0.2,-44.52,26.81,High
603,Second Class,Corporate,Technology,136.68,1,0.0,46.47,19.07,Medium
604,Standard Class,Home Office,Furniture,199.584,4,0.1,22.104,17.21,Medium
605,Second Class,Corporate,Office Supplies,154.26,3,0.0,13.86,15.3,Medium
606,Standard Class,Consumer,Office Supplies,177.84,8,0.0,81.6,10.33,Medium
607,Second Class,Corporate,Office Supplies,85.23,3,0.0,35.73,9.93,Medium
608,Standard Class,Corporate,Office Supplies,102.84,2,0.0,9.24,9.85,High
609,Standard Class,Consumer,Furniture,89.34,6,0.0,24.1218,9.82,High
610,Standard Class,Consumer,Technology,227.82,2,0.0,0.0,8.4,Medium
611,Standard Class,Consumer,Technology,46.384,2,0.2,5.2182,6.76,High
612,Standard Class,Home Office,Technology,71.34,1,0.0,9.96,6.74,Medium
613,Standard Class,Consumer,Technology,64.824,2,0.6,-61.596,5.51,Medium
614,Second Class,Consumer,Office Supplies,33.18,3,0.0,4.26,5.33,High
615,Standard Class,Consumer,Office Supplies,66.45,5,0.0,3.9,4.88,Medium
616,Standard Class,Consumer,Technology,88.776,3,0.2,7.7679,4.83,Medium
617,First Class,Consumer,Office Supplies,24.72,1,0.0,10.86,4.29,High
618,Standard Class,Corporate,Office Supplies,36.6,2,0.0,13.16,4.25,Medium
619,Standard Class,Consumer,Office Supplies,44.064,1,0.1,-2.946,4.24,High
620,Standard Class,Consumer,Technology,50.232,7,0.4,-10.0464,4.01,High
